# maxrange N1 N2 finalcard time(s)
3025015 1024427 2029814 1717122 0.145758 
11340353 9087887 8673188 10910250 0.771531 
18700754 2304126 2227280 4374675 0.542756 
19037710 8687772 1264562 12958615 1.033955 
3906158 3405576 462445 3862681 0.268581 
7967721 122372 7682776 242388 0.026823 
1746410 28320 724820 56269 0.004348 
1387902 659895 82311 1008684 0.068814 
11825916 3259945 4923889 5660376 0.499654 
14216439 14008593 14116604 14213494 1.018664 
9757806 9735399 491449 9757764 0.692378 
13614511 2610579 57560 4733069 0.525966 
12315265 4393562 11427966 7437877 0.588809 
11352976 3326021 5185025 5725635 0.492771 
15259134 5635103 1684928 9208292 0.749111 
8450127 3123190 8121602 4972006 0.390642 
19067697 4187495 119560 7022307 0.665043 
13766839 1252858 11265463 2418056 0.272170 
9152986 8217048 4118218 9032867 0.632634 
11635767 4210431 1394014 6683229 0.596013 
10770136 5965203 7743389 8665219 0.629095 
16870037 11881801 3959164 15003298 1.111790 
6795367 3787223 960807 5419099 0.389877 
10833934 7008728 6715711 9094917 0.658742 
4726095 1233024 4588695 2151728 0.198353 
9520631 9139008 4025754 9504906 0.673718 
10593630 7814771 7671785 9565474 0.698993 
9999242 1101672 9118995 2028303 0.228555 
6071161 4228943 3833566 5565811 0.400350 
7484169 6664459 2355185 7366237 0.524986 
15154931 6738593 10466318 9541400 0.773364 
4541320 4202017 2600100 4517360 0.320512 
11336688 1616237 5150308 3014681 0.379509 
14686974 11855209 10348818 13991040 1.008527 
19413069 9559875 17957104 14788352 1.039839 
1450052 1029794 15813 1350689 0.097257 
12043682 1872563 6782938 3491204 0.388732 
14559277 1076550 8577296 2048072 0.264070 
13146790 2055831 2068725 3832872 0.417883 
11614946 10067627 1886849 11360742 0.821796 
19286229 5310525 2955468 8420056 0.689613 
3827549 2550966 476808 3434319 0.243818 
7680589 1044773 4972782 1948579 0.234358 
2367563 1013185 2023590 1608825 0.119586 
14296984 7242762 12119527 10425234 0.736949 
15747036 996996 7506884 1841799 0.209196 
17837209 11245907 917594 15348658 1.124428 
4834684 2949759 1689938 4043563 0.288808 
12064835 7678120 3824210 10271886 0.748137 
3679781 2277626 3484522 3122469 0.220683 
15482362 15277934 2462176 15479321 1.110324 
11826264 1700915 2764230 3152654 0.368963 
19506853 5513002 14066427 9628225 0.916269 
14390769 9321957 3770056 12466009 0.920003 
1204105 829147 829286 1109450 0.076909 
16951142 9786414 15921076 13402547 0.987141 
9774565 6245635 3382270 8392182 0.625989 
17157265 10443127 5445304 14295405 1.024948 
10203107 3261446 8160746 5488492 0.462517 
11363558 9474309 9938978 11177667 0.798369 
11185160 10751723 5859322 11167856 0.786064 
12895038 10281667 12391178 12437770 0.918381 
19311796 9625265 14648874 14630703 1.044260 
4008430 119184 2583409 235045 0.024820 
17295407 3798740 6943820 5863195 0.528052 
1473495 917431 1319333 1260355 0.092087 
1537967 421528 1432647 737560 0.064633 
17760029 16015697 1544543 17499657 1.239892 
14492631 6219465 13474199 9418137 0.726622 
17182313 8975126 11175940 13486875 0.940830 
15558628 3740280 4595379 6537554 0.570249 
13244856 6359022 709179 9580600 0.715400 
15470641 10093071 2311199 13695992 1.027226 
12087195 10850535 9991809 11975948 0.844639 
9907854 1354435 4537736 2567578 0.302634 
17196008 4918898 17119216 8266945 0.780182 
14258726 10474173 7047339 13479253 0.975928 
13511414 12960603 3524952 13498356 0.955433 
10450857 6536541 3617171 9092785 0.647174 
11270210 7036424 10857548 9577295 0.692556 
3274723 2584698 668145 3151208 0.220317 
18564401 9079068 18008641 13680501 1.000598 
6551394 3400028 5579276 4918459 0.358113 
18638589 11303705 2226762 15229492 1.107083 
1062795 408436 309714 631559 0.051421 
18258803 4880119 9053219 8599925 0.818446 
5033882 3310263 3333643 4543760 0.327776 
11061648 1489919 6373370 2705600 0.328095 
1512505 816876 1285946 1190903 0.085301 
5299067 3870654 2496344 4919811 0.349065 
8573790 3256668 6570440 5091169 0.402517 
1780768 1663257 1297091 1773404 0.125424 
19199093 17742300 8070557 19020542 1.368095 
2386251 2199503 2277723 2373395 0.166496 
8637651 8191513 2044313 8610881 0.604811 
6910435 3525172 3001588 5317174 0.381583 
3775275 366306 1539306 702799 0.084123 
16992200 3424529 6072251 5939584 0.631599 
1053842 371114 688275 643849 0.051705 
9409560 7245861 9003484 8980927 0.648765 
15644664 13917835 12337852 15443684 1.113123 
10821955 9760806 5303103 10673143 0.756967 
17053542 11286568 14700296 15019496 1.087244 
11142496 773523 6439328 1472203 0.191856 
8728258 5047324 1251308 7372046 0.520101 
6713846 1009543 4163221 1867051 0.215172 
7743294 604166 3260584 1163277 0.170715 
4967250 2522625 1234885 3881701 0.267711 
11643253 1636007 10142024 3061366 0.370276 
7833555 7571090 1459344 7826600 0.551376 
10782719 2791062 8326062 4731909 0.423735 
18326644 6990595 4565310 11282902 0.860882 
9029729 6491488 6987558 8256297 0.591280 
9443370 4252294 3937895 6855717 0.501941 
3238858 3048180 885938 3237612 0.226990 
6446286 4142216 1968609 5577596 0.400090 
14873513 13398980 6863300 14775356 1.049346 
13554421 5351158 9226213 8608715 0.703801 
13550658 3196028 9701268 5426197 0.477441 
16374729 15098741 7333091 16289025 1.168280 
19842053 8319271 10363887 12613032 0.982751 
5042772 3048455 641366 4432189 0.303858 
1241302 1075946 569568 1212092 0.088371 
12669440 11546586 8903022 12572538 0.890853 
9197086 5367811 1882484 7775228 0.572538 
17010946 13130769 14429852 15571830 1.113622 
17988751 12721782 4153240 16417891 1.182733 
13454833 9782589 6454456 12520765 0.909500 
1162069 871000 930519 1093247 0.076966 
10053150 5474758 9571381 8201498 0.570402 
2411556 2272655 2126868 2405820 0.169621 
7454328 6544990 3172903 7338022 0.516697 
1211983 533774 720578 844142 0.060661 
13881423 13588895 373639 13880346 0.992685 
15594861 12485692 1823613 14953783 1.065792 
12605807 1754394 7269094 3037065 0.300117 
3110911 876966 1678373 1511904 0.133256 
16565744 12428689 5331294 15769401 1.143000 
16967137 93385 8719283 185854 0.018011 
9365760 3439268 4252586 5758154 0.487884 
3189141 2442335 2251679 3066452 0.219059 
13574882 4872715 4689005 8074511 0.663034 
1449833 272457 62022 486561 0.048506 
2343444 2271895 1639651 2341047 0.165114 
10411310 2851745 9653369 4752413 0.416611 
8537283 4451494 2005776 6633903 0.481580 
18835412 15187135 18056297 18038634 1.321944 
11163042 253412 663128 500593 0.065904 
12861120 2974989 9775348 5249956 0.470217 
7946550 7409099 951606 7907491 0.559811 
10720737 1041984 4458948 1909184 0.209138 
1365914 1227716 582476 1362212 0.096584 
8325554 1600367 205230 2819394 0.235903 
19138264 18338282 2438161 19091189 1.354571 
5753319 3566069 2638250 4663631 0.341962 
13424260 5561619 553203 8839203 0.679226 
3785506 2474421 780994 3347703 0.238938 
3410399 1726194 1231692 2636574 0.185361 
12426701 9024451 11569948 11601070 0.853444 
19480129 17841654 18369625 19360702 1.380092 
7140186 3841825 6805709 5615664 0.410459 
10334779 9433164 7622930 10256796 0.743290 
9034589 570657 617781 1096361 0.143642 
11935247 2424973 10918199 4201524 0.411960 
17950880 17037804 3330211 17923778 1.267224 
10159999 7608871 4970916 9482838 0.675730 
6201114 4422845 3507476 5832799 0.410837 
16668784 7655746 11049176 11956801 0.827724 
10645107 6832569 9774242 9226723 0.683016 
5097218 4207475 2851647 4850068 0.344632 
1907231 1544082 1046552 1822956 0.130204 
4264286 3328930 4153928 4088898 0.285259 
18259617 11905516 8774123 16295195 1.224180 
5343058 4915726 4505225 5294931 0.372837 
7858053 4254520 2838153 6229642 0.461496 
1248617 608431 192484 944176 0.066138 
1535680 55260 1347441 108037 0.008936 
7671564 7185227 7381614 7638677 0.536978 
10833023 6845750 7485314 9142581 0.690587 
15930242 13410139 7642641 15738339 1.108219 
10353825 10289149 7461706 10353468 0.732792 
7134463 862587 5655943 1510358 0.179568 
5394080 15626 2648805 31216 0.002389 
3253491 3096893 1518538 3246372 0.229342 
11111544 913216 516572 1680975 0.241134 
12360161 6688210 3469697 10002063 0.716070 
13895841 4207780 5729388 7077415 0.640223 
13966848 418842 5755494 815110 0.106479 
14500838 10833930 3430138 12843924 0.963171 
2802942 1133710 727513 1852326 0.144195 
1608488 966957 365159 1341591 0.097996 
1922596 919328 736678 1357729 0.092544 
11083598 1088762 542423 2075750 0.267017 
2304435 987412 817119 1576927 0.113592 
15419962 1482834 876594 2810214 0.397644 
8534702 7722157 1530244 8377623 0.588398 
13177440 1804811 5369806 3332112 0.350663 
9695171 679363 3863287 1279623 0.168797 
1845289 1802177 779264 1843743 0.130835 
13295539 12282451 6330334 13202803 0.937416 
4742850 3926772 2700943 4599974 0.321969 
11507986 10378192 6427879 11345025 0.805480 
4279192 937746 470484 1719236 0.156337 
15295657 4112152 6654740 6960277 0.646765 
16215463 15095340 11088467 16138195 1.140636 
9163925 4883019 5923277 6903700 0.480202 
18942709 9386846 8511553 14118220 0.997924 
16554595 11327657 12692331 14596139 1.054439 
2187500 626022 2045820 1002117 0.085695 
6674446 5915371 3814872 6618660 0.468942 
18462029 3165655 18344922 5813483 0.614670 
2376250 2365198 825244 2376230 0.169321 
19171794 7964326 13976952 12949599 0.966706 
6983804 5778656 5366827 6836622 0.486489 
3199267 992798 1685383 1738045 0.134210 
12363193 10819513 7200794 12203103 0.880217 
3822254 267150 1038694 513623 0.061328 
17046355 9734204 13875760 14625309 1.028913 
9876229 6278169 2497774 8693837 0.639481 
16001642 4742406 4043125 8198249 0.722397 
6869906 3466796 186868 5036934 0.362512 
1762508 1515449 815618 1734419 0.121540 
18200987 147848 17025329 294602 0.034314 
10382211 4296782 381369 6735356 0.535206 
17108003 7267431 1545133 11052444 0.867310 
6913064 74752 550270 148774 0.013749 
5491186 2304880 318922 3540440 0.273019 
2537541 2265906 315372 2509476 0.178197 
4930122 429871 2762614 832577 0.090098 
19068399 3857105 7334452 6521781 0.623896 
15459967 9443912 6262743 13363186 0.971173 
13120688 10567920 7513987 12613963 0.900418 
11321676 8201982 2904262 10359140 0.723199 
14220239 4394944 9045749 7179908 0.646038 
11328242 9956410 10830522 11189173 0.793992 
18241306 1079360 6379708 2045313 0.221935 
3732493 3080189 985020 3591954 0.255635 
18786386 276942 11190534 548663 0.072682 
3716509 3131121 355707 3619109 0.257856 
17164626 13048618 8684976 16342479 1.176102 
17482649 11869511 5057523 15587041 1.135961 
19563181 11416354 11724016 16440073 1.194443 
7610720 7290254 512618 7587439 0.535028 
11060014 1295434 489824 2421235 0.256574 
3175739 1791854 1283311 2606014 0.186130 
3804735 3268460 2199584 3719776 0.261961 
16769257 6754132 9708070 10924224 0.861802 
14962507 9979605 5337600 13376556 0.950907 
8432483 1943237 4334002 3482689 0.328596 
3967037 3531331 3264812 3898960 0.274510 
1783348 1256107 979220 1622423 0.114925 
15035368 8914920 326750 12994370 0.938092 
16561149 1375083 1112976 2632860 0.335385 
15813159 15172148 4343730 15790964 1.130968 
4323221 1135913 250057 1974986 0.175349 
13744777 199522 11399591 396447 0.053665 
3030386 3024792 915137 3030375 0.216248 
17992893 12058047 3981189 16036196 1.164038 
18941728 7047128 14768749 11360032 0.918237 
2908766 1024258 1156095 1845044 0.140232 
17208466 1583 3102125 3165 0.000222 
4760186 4063773 4094439 4671387 0.332967 
1321335 1281756 107260 1320211 0.093462 
17134495 9232892 1944202 13539370 1.010106 
1457716 934356 522533 1235999 0.088020 
2140492 2077006 1854439 2138400 0.151628 
2186306 968330 306350 1456889 0.111608 
14040403 9680476 13097221 12567629 0.921530 
1798817 1002501 1162649 1370730 0.099568 
10217934 2272012 1994575 3982022 0.414671 
15638893 326090 7752788 646581 0.092595 
14895504 10422469 10694800 13504485 0.962753 
5425913 1073696 576609 1934385 0.182506 
15989944 14186611 524476 15854480 1.128861 
14600361 12360841 7276192 14319926 1.014692 
13114526 8297114 1150553 11032746 0.832160 
4082050 780904 2336139 1383929 0.120183 
6366796 1693713 1992437 3085768 0.243257 
12586311 7997799 1336599 11210416 0.784368 
11591002 3821770 2589860 6352109 0.529266 
16879552 14792493 16001163 16578947 1.193727 
16982346 2899179 8740408 5307021 0.581767 
14960250 13133677 9654502 14822250 1.048222 
6517553 1404732 2324775 2474771 0.264413 
18418557 466076 386820 922813 0.139058 
5636010 630621 3176118 1165608 0.134228 
9398337 3625007 8293554 5783030 0.451465 
5252277 2968613 1303808 4208590 0.291317 
3707074 1883890 3269102 2863423 0.195728 
18671754 18599888 1402870 18671541 1.342946 
10604139 5515136 10471262 8574578 0.605860 
4196342 1949827 1732357 3020580 0.223462 
16724902 13187493 7497782 15918948 1.147309 
9511154 734516 9276401 1389068 0.165068 
12205946 10400584 3315286 11915849 0.835512 
6266994 4258656 297889 5817619 0.410870 
6351142 4560068 5760980 6083903 0.425150 
14644696 612179 373501 1198444 0.178307 
17704412 5970569 14617413 10229818 0.847618 
4812754 1512334 4445383 2559590 0.227749 
11220360 3872667 840782 6173735 0.500193 
12566124 6882089 6534123 9971076 0.732595 
16261902 7631829 13552490 11665257 0.839583 
7733606 3886593 3418697 5759055 0.414969 
15487534 8510072 10030721 11795454 0.887101 
14124046 6333374 5360853 9061490 0.714195 
16757669 610985 9350402 1212442 0.146046 
12503157 5710074 6398848 8867144 0.656320 
10936585 4685019 3014318 7440510 0.596264 
15749339 9484699 4093172 13572494 0.988676 
19486052 8035347 15905508 13445128 1.041243 
12052176 10981160 5416271 11956474 0.854706 
3174967 2293842 2053656 2922157 0.206736 
19389304 15609497 235603 18678023 1.356340 
12842292 12026990 10566605 12734995 0.906246 
12562275 2131480 2289813 3811341 0.481077 
18633400 12298507 1797147 16536697 1.222512 
11865573 10321904 7848890 11671485 0.845271 
2802159 697738 1580665 1256157 0.109713 
11067850 1299757 2730378 2467489 0.299145 
10553902 4672918 161281 7852740 0.543114 
15122431 9962349 7274236 13314833 0.956653 
15952861 4805024 3898392 8139469 0.680377 
4516898 2148930 4347075 3521050 0.230800 
1084821 511418 267445 774512 0.055656 
11776790 4589337 9740029 7482875 0.575593 
11742780 3802507 3340766 5993150 0.550208 
16728279 12976710 14943883 16177096 1.173637 
1957436 1045036 1648609 1529188 0.111846 
12268428 6731778 2123098 9915786 0.696656 
8671759 7914246 3643033 8594713 0.610421 
12713458 5604662 10479285 8303670 0.644758 
1006484 642081 968667 884950 0.062512 
12707329 3862795 8632918 6336783 0.545042 
5968158 602547 1296343 1139516 0.127153 
6420782 4732020 432235 5910864 0.422926 
12812661 12414464 1210052 12801685 0.898884 
6405247 1888891 701398 3287324 0.280525 
1258962 1118740 357999 1252221 0.089004 
2907571 1187172 1156740 1944100 0.147986 
12062638 2269174 3916781 4016113 0.391831 
7734017 3175092 4511615 5094657 0.404272 
13877140 12783150 1290772 13820850 0.987133 
6183327 5076143 590564 5958867 0.429884 
4041882 2877416 1397746 3694902 0.264360 
2198392 962214 955817 1516069 0.112810 
15011053 3078912 9116469 5498539 0.501626 
13932652 12439090 10509403 13776492 0.982454 
15191614 8591437 14890234 12370291 0.883110 
10615538 7044690 1066548 9233208 0.675760 
15194528 1558792 14648635 2887822 0.330096 
2928545 2285892 300769 2745258 0.195025 
9322037 9136103 8687705 9318652 0.667308 
15505365 6583826 217515 10299022 0.800326 
19547247 13365316 17369365 17712175 1.277160 
12358697 2235168 5008989 4018380 0.403711 
17413002 8706235 10435116 12727874 0.965748 
# maxrange N1 N2 finalcard time(s)
4289383 1922435 254641 3003408 0.223636 
14636915 11038098 14404715 14032681 0.971980 
19885386 19158840 19840455 19866599 1.399591 
9641421 3211736 691087 5263078 0.458553 
3368690 958429 102933 1581727 0.130846 
7513926 5159934 28596 6795786 0.481101 
4089172 3099040 2291835 3937374 0.272554 
1595368 1154855 768253 1471802 0.103624 
16465782 4800866 15270350 8281057 0.693588 
13665123 13414879 4088953 13656978 0.974267 
1513929 404292 29721 668847 0.052210 
15723058 1227023 9561049 2350904 0.343262 
19961393 13033584 9371828 17468696 1.277670 
16478042 10669373 5573173 13990736 1.032885 
19484421 5071661 4396733 8595562 0.875756 
16898537 10924424 13364032 14519105 1.058739 
9798315 614850 2760188 1172279 0.142385 
4803526 4476381 2425284 4778870 0.335751 
11759956 8364645 8447346 10953501 0.760402 
2999170 2178406 534631 2762977 0.194051 
11702305 1410635 6596759 2440036 0.253383 
7336327 426830 7323166 835463 0.094616 
5750846 5132311 2249727 5677775 0.399802 
13925857 13621707 798753 13923787 0.981092 
19819582 19142345 16940614 19792030 1.396687 
8233367 1246276 5183900 2306005 0.248226 
14344043 79471 14078701 158590 0.015120 
16426808 8789220 864258 12712489 0.923388 
9393584 3239035 2211515 5197113 0.423864 
12392754 12267427 9195522 12391538 0.887133 
4095060 2849036 1216368 3710730 0.261860 
3947739 2445034 2924602 3370730 0.245395 
9698586 4861608 6881753 7356722 0.537117 
16140795 11538310 6911264 15074675 1.067122 
15960378 13850285 8741997 15678324 1.120028 
16710097 8557567 10475654 11805652 0.865658 
3570492 2654428 3290228 3394420 0.239736 
19997301 5625056 2778266 9768665 0.938876 
13209441 6104175 9397142 9445188 0.662284 
4228444 2262379 1679352 3245411 0.232250 
10744729 229860 10654038 448276 0.059281 
14738097 3524579 10762878 5762483 0.502798 
2890675 14734 2544652 29404 0.002400 
11704567 7186042 2790828 9840586 0.711283 
4872353 806935 3379299 1525644 0.141012 
9455306 2009603 2559897 3512333 0.314085 
12805732 5950145 7043275 9376343 0.689791 
15530019 4956180 4831449 8324619 0.681977 
9959708 5867451 8746344 8484072 0.591345 
11518149 4939263 1746998 7483419 0.587245 
17142618 13718683 12981902 16467105 1.188078 
19493451 16220371 5832965 19172481 1.355642 
11192379 10894912 10806353 11189684 0.787671 
18888228 13100077 4363106 17332291 1.239296 
11165193 1476868 10205171 2689780 0.273848 
16087764 3289500 10535038 6044672 0.585288 
8936987 7201729 6321589 8670003 0.621805 
7346491 5037150 3648391 6625297 0.479535 
11151432 4400759 6507485 7104797 0.537672 
11899228 649003 11688531 1248544 0.163933 
19901474 14256727 16621690 18290071 1.317382 
10794395 8474999 6436507 10110549 0.740513 
5908235 3496213 5166998 4844668 0.352578 
5894428 3354459 808775 4833979 0.349392 
15335928 5671881 2296640 9127745 0.706408 
17322404 17177599 16244879 17321941 1.221570 
12114613 1768594 794829 3258980 0.348537 
2436840 957184 2076538 1525070 0.111599 
15235128 14676336 11106105 15210254 1.081921 
12067917 8148209 4663644 10552691 0.775932 
6043324 1435175 2133046 2566389 0.262465 
19512183 12006098 12930506 16701157 1.245453 
16689772 16674997 553852 16689757 1.181265 
12755590 1191115 911929 2242901 0.273339 
12502954 9671432 2429121 12010711 0.856269 
8338082 5233490 2686588 7293290 0.519134 
13110197 6939507 6588323 10466282 0.770680 
5228804 1125380 313427 1958687 0.191107 
10573622 912872 9307965 1759592 0.200362 
14887343 10686760 4964650 13632119 0.997233 
15354340 10983722 13825931 13979501 0.994127 
14613810 500415 10237471 986163 0.145649 
5425661 400477 460577 770103 0.083973 
6811305 2629170 3614321 4101173 0.323012 
10079444 832534 2077498 1610945 0.210785 
10503465 5625863 6293236 8370417 0.603576 
3408282 757748 454676 1313648 0.118291 
4167637 2266201 1259048 3493208 0.239177 
18962600 18028036 5864452 18902543 1.341185 
13911899 12405681 8021994 13815703 0.966534 
5947468 753399 152281 1365399 0.151875 
7487131 2532939 197799 4336293 0.356850 
16808933 5870708 744268 9834186 0.817127 
17370163 8977965 10559562 12648172 0.929176 
2548899 2500384 165261 2548068 0.180382 
12713773 10591341 9949178 12390449 0.876044 
5187190 1736085 4313286 2659330 0.230131 
17116466 9834950 12991652 13910581 1.005856 
18422090 9008234 701836 13929361 0.970930 
16855542 7856790 6924541 11681018 0.857991 
9517445 7655611 767404 9111735 0.655277 
17418418 2857061 11573940 5464412 0.536523 
5103348 2423716 4700559 3536097 0.252056 
9262009 6384824 2240922 8647103 0.615982 
15166342 10989989 10249850 14074089 1.007853 
15319301 15034489 1769041 15316423 1.077905 
10575321 6593551 755831 9046622 0.651462 
14044599 9332370 6896846 12110458 0.882939 
10955939 10271192 299944 10917449 0.777608 
16915667 16540351 8888214 16906728 1.195593 
6811127 4925861 6640727 6073664 0.443782 
15996658 4830760 11819302 7819102 0.627642 
11602422 9179051 3459122 11191210 0.796328 
19054081 6644633 5199274 10987820 0.990670 
17679292 9051976 15657232 13466420 0.974139 
10073850 4308625 3941685 6905177 0.539884 
6741222 678199 2023258 1309530 0.128090 
3606042 1122962 2797547 1936511 0.167632 
17352298 12936694 12346128 16588530 1.183450 
6942590 3993959 5849581 5450783 0.391779 
6288819 536794 1894548 1053625 0.118667 
6371155 3407184 5516029 4968113 0.350553 
2160379 812874 1310411 1221380 0.099144 
2981776 1514114 1741623 2203656 0.157842 
18721860 13155622 11966279 17006763 1.223662 
4445884 2181209 4176761 3089447 0.226070 
12867621 1137508 5025080 2037578 0.235482 
1690613 784723 624836 1163687 0.082441 
8031326 5672209 2752528 7374030 0.531537 
2828202 313324 1595426 603616 0.054747 
2936784 2935141 210138 2936784 0.208301 
10390868 6408696 8940161 8991233 0.634331 
2608872 481716 2111550 889029 0.083184 
17210498 16659610 15364028 17180148 1.223227 
3457753 1622183 2352669 2601685 0.177332 
9033333 1232182 6621695 2301117 0.305472 
1772890 245304 1594807 449516 0.043247 
12251746 11159262 9018895 12155852 0.879082 
14514500 5259546 4704788 9050483 0.725721 
4549797 2700353 2471032 3776775 0.263622 
19273303 15405763 8554244 18493980 1.322375 
18012497 12535343 14145168 16546727 1.173741 
4247686 2995633 3369822 3863797 0.270333 
14613996 1440091 14563544 2703853 0.313986 
15649157 8981285 5435637 13507888 0.948674 
5032460 2494314 993261 4055788 0.274721 
17870460 2762384 13557608 5075879 0.622515 
8388027 3506378 5133695 5407580 0.414386 
12707556 5893790 3221210 8992681 0.680230 
15858699 13559842 4246574 15604909 1.105149 
15132002 5794272 7646143 9689954 0.745979 
13144500 3926681 144647 6664875 0.570437 
9908538 9749377 2986613 9905892 0.705752 
4522535 3268134 3001584 4198082 0.294467 
13502215 9876582 8094249 12704808 0.926462 
3755629 1981967 2162541 2630784 0.184567 
8298285 4250149 3722783 6349253 0.469210 
12576335 460457 8687725 907034 0.135438 
3885238 3328477 2416949 3804603 0.267772 
12260289 5700050 10004983 8670066 0.650021 
7392292 905087 4641559 1676913 0.207257 
13053144 10310133 8005654 12288861 0.896392 
2961682 353526 2115379 666773 0.066262 
17453826 16490846 17335835 17379910 1.241695 
10956042 2470926 5035563 4359330 0.375408 
7228023 5609954 1170147 6960914 0.498308 
15526309 3219672 15127873 5546592 0.567467 
9806367 7450637 4005366 9196168 0.663427 
1730690 1108976 510674 1515323 0.107123 
17226057 8517857 1944950 12847374 0.926372 
11328205 7687818 4634027 10188777 0.723212 
16947386 13352640 11097782 16399459 1.150119 
9602726 7774300 3933318 9369876 0.652815 
7056552 6857970 6544513 7050313 0.496410 
10528946 548126 2613395 1057544 0.133351 
17756970 10317201 6261480 14256080 1.066860 
5799631 3501987 112406 4789417 0.350086 
6418627 1188452 4049163 2096266 0.201876 
3439214 2004075 2256994 2849070 0.203407 
12720090 7201812 12131739 10120658 0.730008 
1909610 1573469 1759659 1863855 0.132618 
4152274 699001 3897389 1291642 0.129625 
9356620 7193573 430527 8879892 0.636427 
7077888 6734626 2944342 7058068 0.497209 
17487770 2103524 7912956 4044720 0.476735 
5790417 570534 3953455 1080864 0.126592 
5125849 4747053 3086829 5102095 0.356637 
19473059 12921087 16899683 17260951 1.241464 
18034945 3082213 815998 5341694 0.601302 
3228458 2766453 2831031 3153990 0.219719 
1804289 680015 1567170 1104193 0.085012 
17770478 11561133 12265338 15072434 1.169860 
16334471 9232759 13225912 13178789 0.960273 
5533459 3410706 5066818 4848876 0.341866 
19058025 18944688 13472574 19057649 1.363994 
3631233 1519744 985132 2265651 0.176256 
3003493 517646 1650078 934083 0.083620 
9110699 1998895 7696133 3514948 0.318649 
4275569 2060181 2115094 3007006 0.216008 
10228794 3533773 6160297 5932672 0.456156 
4196431 91323 3438565 180029 0.017586 
2539390 2210202 2121911 2493523 0.174932 
2205057 1779114 1410668 2081570 0.147447 
12796157 6922833 1015791 10069166 0.730180 
6401947 896915 391248 1615657 0.194254 
1035021 244718 423767 427322 0.027700 
19485054 15623576 5540534 18856612 1.344057 
15035325 10790131 4489291 13508541 0.994480 
11653516 6444690 10209307 8875692 0.654148 
7746139 1195193 5566291 2217261 0.254312 
13582338 4187032 6574236 7183371 0.618667 
6039021 5066271 5199297 5845025 0.425352 
1784812 817043 1778921 1248917 0.089680 
2692685 1078886 35459 1717954 0.134096 
3324176 900411 3026439 1590628 0.126171 
6199759 5598594 1906614 6149622 0.431471 
4593499 1802993 1003686 2689991 0.218805 
8663950 6140936 3785710 7774266 0.548149 
5367818 19841 4132051 39507 0.003330 
12740049 3453698 7878 5926348 0.538090 
19041805 18227299 7723871 19002376 1.351072 
6077375 1643205 3623989 2788973 0.242921 
4133589 22582 553827 44765 0.003649 
9544918 7738379 1519836 9100843 0.652295 
7844822 1843650 4378983 3255462 0.296572 
3124030 1616373 2784804 2366207 0.170818 
11530126 2981095 3865106 5372719 0.440850 
3550253 3364682 654151 3540074 0.248824 
13327814 1112201 7157057 2138165 0.323981 
5138377 68678 5116707 136482 0.012116 
1727088 195687 1108430 362633 0.038225 
19806732 14924610 9876377 18161768 1.311971 
9400346 1956083 1663179 3255204 0.338397 
17745691 9680114 8492887 13669006 1.010516 
5122573 1724576 4703769 2757973 0.229530 
10449291 5364509 1528728 7800522 0.574088 
7277217 6045561 1638422 7166692 0.503344 
2575055 1335305 667023 2006971 0.139458 
11378130 8920284 4263701 10873381 0.775707 
10372661 97822 6547279 194377 0.019639 
7304789 1922319 1565942 3399463 0.305449 
15756851 15056579 5777253 15715404 1.123906 
1767868 1508191 157769 1737714 0.120813 
19639006 6795751 10684219 11406529 0.932847 
12062949 10762517 2212342 11907878 0.841576 
14880226 14279983 8443043 14855855 1.042203 
14290596 10323189 6159673 13423842 0.968443 
14887560 14256716 9797795 14872268 1.042557 
10367770 3681258 1272281 6096615 0.514935 
1066342 952506 12724 1053918 0.075508 
17272379 16467444 10896580 17238146 1.235759 
12994984 9820564 9471587 12461717 0.897257 
19344234 15269086 3566391 18774773 1.348062 
12970072 3516894 12335614 6048721 0.540438 
10901063 10769362 7606359 10898754 0.777758 
1250573 404631 926513 677494 0.055399 
8057522 7257947 7264108 7938362 0.560863 
2945082 1891893 1621230 2680936 0.185806 
5829204 371506 1059543 721925 0.097797 
19411898 7284298 18745330 11836810 0.993503 
16684278 4348201 7875296 7522972 0.739752 
9679262 5310421 3615505 7654581 0.550986 
1539848 319347 963796 568236 0.053695 
7026272 5143842 1861546 6575983 0.469632 
17927335 16661101 11972077 17888965 1.245255 
18909365 15009097 15204511 17716998 1.292731 
15311776 4677645 7882562 7963415 0.691575 
13938701 12479889 2170802 13797746 0.976396 
15209933 3374123 11690458 5975401 0.574320 
12862806 2469943 1157196 4525462 0.477585 
9547084 2255872 2667822 4124089 0.375359 
11742698 543541 7952616 1059183 0.150633 
5798898 811967 4037982 1475880 0.152867 
12825171 11624208 7156511 12766938 0.908125 
10752506 4082882 4575598 6429860 0.500155 
2178224 1578821 1456971 2062261 0.140902 
17490000 17083378 10108109 17480183 1.246154 
3945053 3131230 456606 3774121 0.266648 
11671338 6516767 2618652 9394854 0.662837 
12028067 364142 3673910 719611 0.100101 
7776787 519488 2722995 1005834 0.136709 
2292122 1648205 470507 2130378 0.153465 
11884850 74979 7806640 148304 0.013846 
15202254 12293634 3321795 14553748 1.036265 
10973813 555476 6131129 1083400 0.165460 
13199181 10655008 13030770 12956146 0.924716 
19015720 759433 2488902 1485300 0.234661 
3590181 1536219 1128917 2459264 0.181571 
15079296 2407545 6360028 4415726 0.482766 
6138722 596458 5321171 1137202 0.160006 
