# maxrange N1 N2 finalcard time(s)
15022190 3078159 91968 5523419 0.067316 
8482280 1105833 5693731 2094695 0.018368 
8039334 3729660 6561011 5706533 0.085432 
10571220 8092985 6145181 9942798 0.135644 
7047983 2315756 6234103 3721683 0.044915 
13828929 12336449 351428 13536791 0.138416 
6289270 709940 57127 1324905 0.014183 
9153143 2922383 2610058 5009234 0.069441 
1948866 213428 1070919 399476 0.003783 
7107603 3991979 6123794 5673389 0.073412 
2129793 680043 1740509 1061111 0.013573 
3128425 945791 931502 1638881 0.018097 
3684112 3643169 3408935 3682552 0.030907 
14255332 12698387 9389300 14162134 0.149340 
1303315 701969 1067801 1058375 0.015596 
15132244 2730621 7733082 5023716 0.054180 
1421514 753615 308569 1089364 0.012410 
3091009 1338911 1921209 2124947 0.028254 
5039875 401751 1493916 769316 0.008001 
18250231 13272377 9709986 16555749 0.220492 
17957771 4981739 7603675 8458260 0.115473 
5630304 4324203 361199 5217603 0.074922 
19161257 10492090 9615921 15045151 0.181958 
5084672 4477983 3664383 4962904 0.056049 
13197917 7244340 1271071 10878888 0.128272 
9833163 425700 341101 837727 0.006351 
3491953 3211476 2650154 3475387 0.033761 
19217281 1769781 9021557 3420954 0.032444 
7315861 1087975 1560048 2011173 0.021924 
5566092 3472325 88724 4720226 0.065856 
16040215 6855600 1124707 10826136 0.135261 
14186872 8369510 4712493 11760590 0.171321 
5864481 533316 5298200 891661 0.008958 
10949153 1303216 4689547 2289128 0.025648 
4147070 684188 2520738 1234525 0.014696 
6496585 2376566 1406629 3922845 0.043755 
9988539 6533916 2407736 8607654 0.125378 
1722172 1138565 798796 1493908 0.019101 
14829832 2114710 10245986 3990488 0.036861 
10822806 4191268 3706355 6543313 0.086529 
1802050 1293768 1357959 1651416 0.020093 
15988922 11875416 2660080 14770572 0.191819 
14369755 12172430 7948619 14070841 0.159820 
5318908 787857 3555522 1454412 0.013577 
9465979 1654550 7247967 3029988 0.035761 
15962564 3931139 1286689 6172485 0.091051 
18467455 14390292 14788226 17849982 0.289691 
12705979 12530979 959422 12702757 0.107404 
7535811 354782 7155895 695364 0.005804 
10874969 956414 2724822 1825181 0.017014 
10923556 4759756 4920101 7485420 0.104869 
3066317 1033198 2025968 1716536 0.020534 
8851235 5168201 7826208 7241392 0.099483 
16796072 6096101 13667872 9966755 0.169402 
2447450 2145430 813040 2427778 0.028247 
2255018 1287929 1460473 1903380 0.023557 
18194011 18008841 4937562 18192002 0.219452 
18220440 17041104 7707080 18140113 0.239850 
15000093 6167580 5614775 9241152 0.139777 
2155988 802105 53001 1312484 0.015982 
1375974 1374389 723491 1375974 0.010523 
2091583 20300 1115955 40337 0.000335 
9508341 9183991 1095525 9494308 0.090231 
8420696 4637825 825458 6701617 0.090238 
9852888 1828731 7402034 3314118 0.038939 
12493080 12491782 11321719 12493080 0.100541 
10211136 1706169 8282660 3134135 0.034264 
6127303 2596270 4978665 4088051 0.051321 
3056055 2514590 394362 2957744 0.034709 
8676782 3100826 212418 5392235 0.060750 
1267672 495505 300725 836069 0.008481 
2630773 441643 2267751 786256 0.007878 
1271361 995731 1078062 1199421 0.014014 
11559189 11006107 5344439 11541031 0.110204 
11329519 83963 10311838 167362 0.001836 
2564682 1240598 500714 1866168 0.023520 
1227241 419161 488949 721221 0.007603 
10817357 8161959 6432100 10376769 0.146749 
11524657 3900386 1420572 6448753 0.093765 
3401305 2670017 1589519 3261765 0.033825 
17322269 3554993 785756 6527527 0.068702 
16727459 1184813 4542727 2298118 0.021014 
4683190 340755 287401 651906 0.006275 
2557051 986984 823194 1599292 0.019935 
14628762 14350880 10241438 14619607 0.121876 
12587760 5526005 4262668 8494384 0.139814 
6331354 5860687 3486619 6274557 0.060791 
17148711 502530 11305250 987165 0.008751 
8673369 7246200 7451504 8524940 0.109043 
4591026 1691698 4563376 2867550 0.028799 
1913295 273610 612961 520141 0.004020 
11157106 2226308 10579114 3879438 0.049113 
8356649 8103247 6587555 8353455 0.067769 
10913700 8723016 6661232 10343523 0.132879 
18058814 7819585 8911196 12461144 0.157616 
18953642 3740329 16933225 6756637 0.071283 
15080262 7354839 992153 11275532 0.150735 
1082060 633577 680000 896338 0.010938 
9822860 884326 9811957 1676601 0.015480 
6715638 3540082 1152120 5259391 0.079537 
1780300 607471 1708789 1005624 0.010904 
11445431 7089221 8119150 9747656 0.158603 
19263904 2218115 15309567 4223518 0.047741 
13264227 423438 1664602 825128 0.008294 
14928311 6008482 1175776 9291542 0.136628 
3074602 2624850 2783014 3012345 0.032019 
14047329 13971266 32738 14046686 0.114482 
1885508 446751 425364 762312 0.008642 
11788160 7857455 8833234 10389002 0.157614 
19494010 14928094 2131718 18237393 0.268247 
9418564 5752418 9365430 7866151 0.094982 
19761353 10109400 10186321 15552963 0.226281 
16385387 3494248 3047058 6118840 0.076187 
8875978 7772039 7852890 8782295 0.109287 
8443037 2189777 3979576 3791878 0.042082 
5109644 224691 1097325 438048 0.003278 
11463558 5733776 7505254 8440499 0.126358 
18868837 12741020 8883054 16437431 0.196180 
16990546 7508101 6232544 11938657 0.156313 
1985700 1123959 1436432 1560410 0.017406 
10961679 988330 4226948 1919128 0.013530 
18348129 7756754 1602920 11545095 0.158608 
7818509 4891404 6301173 6711187 0.095475 
1644146 988446 653350 1370821 0.018206 
10087183 4880533 5478435 7149776 0.093828 
15196827 1887501 3028912 3562327 0.032517 
19176737 9494021 7704253 13669195 0.170388 
10561927 2702883 2441057 4756957 0.062904 
7552473 4778653 4742663 6604407 0.084179 
2054525 27788 167492 55295 0.000462 
13016204 700650 3939965 1356291 0.015459 
3880685 2355099 1962937 3166194 0.038894 
4215546 2168023 194359 3206530 0.040486 
4461366 2782907 2665345 3810079 0.048626 
18488777 16220915 527199 18211752 0.250942 
5710872 5129900 400519 5622873 0.058948 
9527092 5935790 1709228 8128271 0.099440 
8417140 273565 5820234 536792 0.004401 
14459131 5514889 4254974 8281795 0.103427 
2070392 1042107 1458597 1563536 0.019324 
7351186 6515878 862433 7261653 0.074035 
13214779 8176952 7863294 11304744 0.182701 
6536221 2742005 4049664 4291888 0.060676 
5970818 5268250 5372324 5905422 0.064521 
10921752 5278743 4361961 7712771 0.099883 
8973871 2600433 797239 4281848 0.055427 
11017315 4220262 9650573 7029771 0.085067 
19434455 18283559 17091749 19371656 0.261377 
6409938 2375106 2705237 3860195 0.044456 
10500202 3878058 5834739 5685191 0.058799 
10200474 865282 3873537 1611272 0.015499 
6297783 1128050 5404944 2055104 0.022359 
6610639 3219224 3472551 4907241 0.074940 
11384862 11087909 6610429 11376998 0.101771 
7164213 6777108 3305085 7149126 0.062369 
8654437 412315 922117 806509 0.008208 
19671752 6226727 8068077 10615812 0.144324 
11622560 3057280 7475267 5280412 0.069732 
10548850 37966 9254686 75820 0.000671 
11545533 5640944 6790579 8700224 0.131031 
19893403 8317934 7945634 12596444 0.175674 
13972404 5642810 8715414 8549320 0.132226 
7103978 1592639 4243611 2845563 0.030634 
6206371 1663544 3574584 2774920 0.036091 
8746868 4635777 6323775 6218826 0.073284 
12040584 10246106 9678011 11852142 0.139374 
13238319 6467238 7202348 9584003 0.142721 
10845388 2021038 3950499 3597134 0.042400 
5544207 5283581 210940 5531952 0.051129 
4719330 405058 4130917 765102 0.007365 
17129085 10159989 6005900 14051310 0.172469 
11101489 6672795 2441388 9349510 0.141337 
10721820 6752340 5245953 9453749 0.136748 
16928191 572106 6591269 1130147 0.009789 
18191412 17904496 2588322 18190602 0.215545 
10231996 8073094 7381409 9733511 0.127117 
15986667 14442938 3175070 15865936 0.152077 
6832056 497987 1044887 970431 0.008892 
12376263 8138434 1066382 10761310 0.143190 
5312109 1455381 2550733 2455096 0.031174 
11022298 233854 7768535 461581 0.003798 
16256958 15062096 8702596 16226163 0.158410 
11743016 10453886 7692334 11618041 0.125162 
4979982 1853127 1224171 3112763 0.036685 
7196228 3615065 1390270 5504887 0.075937 
3039626 2502014 2661154 2897769 0.031089 
5268780 2297497 4060493 3651989 0.042371 
11333576 3185249 472085 5473600 0.061049 
17870496 16620353 4316181 17759890 0.234980 
17848505 17679185 14806124 17847964 0.215351 
7253124 4215041 3918209 5941814 0.092385 
12270347 3934831 1089157 6465595 0.124787 
17900305 15488401 16985754 17548816 0.243673 
10721063 5806847 3171099 7865230 0.086293 
18760957 5456445 11991086 9072666 0.136456 
14630775 13990735 12273783 14592339 0.133771 
2177503 1767031 956123 2084364 0.021177 
12403529 1488271 2099157 2703982 0.029039 
2901094 2282369 319308 2782560 0.031812 
11876699 3361036 7106956 5963506 0.065646 
4049676 3204426 569017 3872216 0.040838 
16549109 10923005 2625699 14996551 0.214270 
5509192 5340979 149737 5501572 0.049805 
16619041 789265 10511132 1551975 0.013295 
4355903 3473225 2313508 4212111 0.054052 
6911191 1230542 5156566 2251844 0.025207 
2000549 1617655 1721879 1904692 0.019579 
18126997 881759 12172474 1729644 0.014601 
2122590 1522063 713112 2013020 0.025437 
11396296 10353729 8227125 11269692 0.120347 
18743872 1365741 7000187 2647849 0.024569 
15187618 10364584 12089809 13205549 0.182858 
9500843 8749989 3586521 9423876 0.098929 
5942916 1479491 5345680 2488812 0.028164 
16977467 10880918 4217768 15197860 0.208654 
14833428 374002 5214359 738395 0.006363 
17517723 16292900 10618423 17470293 0.217728 
15331834 11170576 11438961 14136396 0.179839 
19609339 13566862 16563459 17886039 0.287129 
8220734 1007370 26521 1897032 0.017840 
19014523 498682 8741027 984729 0.008167 
11760182 3954587 2343250 6642806 0.080891 
18728060 16102096 3201132 18545229 0.244314 
10334813 2032350 10185930 3665159 0.040617 
9817857 6905073 1810494 9074100 0.122605 
15938149 13317735 49824 15568595 0.183195 
15842816 6667518 4758767 9788045 0.143106 
11709361 4809578 11609300 7187150 0.085358 
8457666 995716 7298934 1878546 0.018914 
1505177 94938 579118 182824 0.001707 
15244944 11841773 8841852 14693389 0.182649 
13726645 2940321 10559052 5103172 0.065311 
18532091 16832571 1928635 18320092 0.242031 
2654124 1132753 86193 1681425 0.019171 
7744487 6161994 948015 7505328 0.090448 
13126381 7251757 10695627 10603022 0.153318 
3260053 2252777 1084736 2919921 0.036615 
7629701 4189480 1460866 6085587 0.075186 
16878673 12609846 16824040 16070602 0.207212 
13129559 4282738 12189571 6959364 0.084751 
8813760 1231251 8603244 2275193 0.025102 
15056757 3334649 8537748 6006214 0.071145 
13588849 6586926 6779892 9850957 0.163595 
8759325 209838 8256242 416222 0.003474 
16503812 15771778 112303 16456075 0.147800 
2146546 411779 76671 763517 0.006694 
17922951 2249406 12403825 4215080 0.049192 
18069004 10158193 3900692 14715725 0.201019 
14947677 12104750 932534 14365138 0.177542 
8243700 1336089 3942749 2462023 0.025116 
17057460 5463773 6626874 8411558 0.113166 
12114218 6403454 7323339 9468016 0.129064 
18219419 17304226 15493965 18196437 0.231857 
19495096 8424076 17740721 12631303 0.158902 
8515260 7284619 7154537 8317763 0.088261 
10661806 9864960 271896 10597194 0.110648 
1101110 262759 220039 427384 0.005998 
19170114 13709890 18977027 17767505 0.305819 
14117792 7279718 13803432 11725697 0.138410 
14711381 13572372 6075779 14650019 0.148839 
8116330 5988036 1091773 7690537 0.103302 
3672876 2392112 3212915 3153855 0.040021 
10534604 4287879 1952707 6874034 0.099057 
2267402 477323 1977830 849270 0.008760 
8055336 6670411 6048500 7843444 0.087849 
11233494 2582505 5294122 4487104 0.051229 
12334604 7976380 1532789 10826161 0.171731 
11504719 5632447 1175012 9198809 0.115190 
18138863 14760598 491767 17573539 0.264270 
5366596 1627802 625349 2738830 0.032347 
5999278 1297895 814506 2313675 0.031242 
9672155 8544936 8272691 9607132 0.108128 
12723111 1284142 1619076 2433999 0.024096 
14990513 3772269 1862136 6696596 0.086724 
15201132 11376516 5574454 14236509 0.183108 
3204721 111171 2008171 217513 0.001682 
19558365 10040710 19265700 13367951 0.164680 
2824791 978468 596381 1590074 0.016379 
11940865 6679154 11550122 9645156 0.149536 
5875316 4172149 4415227 5559414 0.088853 
1572589 1016531 1292881 1375791 0.016409 
12530123 4547049 355008 7350827 0.094828 
17769586 17731297 8489880 17769459 0.219289 
5276451 1736586 1521726 2736630 0.035925 
5589888 320797 3530112 617308 0.005293 
17554739 3310848 16962037 5794745 0.062835 
1854194 76618 1404821 149019 0.001369 
10174721 7403809 7518216 9159012 0.134063 
9150462 137562 7928571 272487 0.002472 
13492800 702301 9110040 1370732 0.012707 
16350768 13635710 874742 15938593 0.180715 
1397243 967383 535775 1285125 0.016857 
19166829 16029313 544772 18584190 0.272098 
4443280 3107606 3387278 4107160 0.049028 
17437215 3681006 8956249 6660356 0.073534 
13635872 3477945 13461869 5807104 0.079945 
1909246 45178 1803752 89760 0.000670 
5523763 3063169 4484336 4145326 0.049786 
1079145 674258 55393 926130 0.012123 
15026196 1271647 14210906 2425062 0.024779 
3062189 2461851 1583775 2978110 0.034726 
19296835 18186358 7539681 19119773 0.259087 
19005510 8182377 7633299 12273762 0.164158 
19572965 8272637 4978256 13578302 0.152114 
2572483 1068066 1954675 1598294 0.017940 
7161534 4601479 1415026 6149349 0.082855 
7873515 4829048 5470530 6516595 0.085362 
6774509 2770021 6549726 4455243 0.079408 
3067764 611401 1250870 1094220 0.012975 
7438469 1732276 6831061 3086991 0.037494 
19609524 17388507 924417 19358219 0.278081 
5667344 2898610 4289564 4255550 0.064073 
9691201 4111738 8264565 6495762 0.095434 
1412660 71881 1148995 132432 0.001672 
10722958 8769176 6528060 10419220 0.144391 
10695631 7235132 2697113 9325973 0.140248 
3918121 1395081 2527339 2134020 0.025830 
12244623 11933099 11286113 12238761 0.105119 
13333506 12407085 12928825 13290374 0.127769 
8851584 7410129 3834141 8625633 0.113035 
4808010 1829639 386970 2993707 0.037002 
5037200 4739765 40126 5024534 0.049942 
15969100 5464666 9379274 8762094 0.127476 
11737835 4197092 9013687 6907457 0.092147 
14335742 8627117 4793159 12437831 0.184592 
16167332 440980 10028305 824825 0.007612 
3384829 590086 2074379 1003636 0.011534 
10413831 8320840 802556 9999742 0.134336 
10261749 1765934 2701149 3191374 0.036498 
16524081 10338277 7736241 14357226 0.175296 
4227022 4134351 1842249 4225748 0.042287 
8949115 1337342 505391 2400806 0.029656 
9987193 4346768 1443911 6597540 0.079302 
6346768 211349 2921578 416959 0.003365 
10117155 8908427 3647099 10007193 0.114410 
16387191 13081666 6126177 15653444 0.177643 
19802056 942253 758542 1822767 0.016303 
13267971 7816689 3544781 10826689 0.155894 
3559445 72904 655815 143228 0.001222 
6260595 4627882 2080972 5889305 0.077563 
8809889 2436750 2132665 4177659 0.047359 
3333205 524152 218969 972473 0.008397 
15497886 7192848 14068360 11123030 0.175991 
7511485 3826260 356415 5916467 0.078296 
9425786 8794099 6046380 9377440 0.097900 
5812977 4394474 944301 5503703 0.073255 
18131385 7240540 15571882 11535106 0.166162 
3915709 1025628 2781393 1817329 0.019355 
7475154 4649162 1643108 6463651 0.084573 
6252101 1674609 5506277 2585258 0.030485 
15061991 10071302 9196303 13324360 0.195351 
10911548 8107424 4379930 9879359 0.126021 
18925786 14819563 3821965 17979251 0.285846 
6437271 4554566 5483145 5855149 0.070534 
19740287 10225019 1887329 14206379 0.180735 
5786667 1444664 4678426 2451727 0.030362 
19772932 15955642 11964081 18942251 0.266613 
5846426 4535997 1454916 5555535 0.068329 
2850063 2605733 2027092 2825357 0.029194 
8048628 186535 7346938 370222 0.002818 
4253031 520262 3857481 946213 0.008829 
3432104 2696069 411868 3294329 0.038133 
3056687 2943862 1498164 3053851 0.023190 
14506252 1182597 12587659 2238927 0.024447 
15381604 8073194 12976222 11938310 0.194249 
14586284 10917677 8358662 13950554 0.158659 
4438702 1276586 277587 2365231 0.019710 
18206829 8744814 5211123 13454395 0.195440 
11966463 9598005 9441896 11700079 0.150489 
11978198 6086245 6722905 9494336 0.126134 
19568276 12122980 2767472 16623856 0.240060 
10586254 8266368 3803238 10150802 0.127191 
15295031 6458915 3542312 9853909 0.139970 
9801284 2536363 1641968 4360832 0.055919 
17699240 7067182 15316783 11190074 0.133854 
4801876 4398127 3770425 4767049 0.053401 
1756931 670763 947509 987623 0.010827 
19963760 4489499 2226371 7800639 0.086700 
4446575 3249013 2835082 4178465 0.045082 
16424773 1992731 8030345 3701071 0.036366 
8509401 7852219 7694090 8475834 0.098327 
19095655 5473435 3446933 9203873 0.114410 
19625673 10893646 18925135 15637584 0.203996 
9053079 6492874 4093083 8318716 0.115670 
7118159 6308455 3065346 7017605 0.069376 
19607582 1652344 9815650 3188443 0.025504 
11326984 6404757 5711301 9496381 0.135730 
3090086 1001910 652284 1644703 0.017683 
15296009 2905538 14883115 5431120 0.068340 
15937718 15782127 6795224 15936142 0.131529 
17383757 5213093 2538994 8572610 0.132193 
13963288 4343708 1036879 7360365 0.114902 
2940701 1324153 484733 2080007 0.025581 
7430644 439992 493119 852920 0.008414 
10409559 6197855 2563610 8577599 0.134223 
4224864 988322 2840215 1756457 0.019805 
1834532 207818 975025 389135 0.003697 
12900257 8579942 7757985 11341158 0.165205 
8056842 2218754 6007114 3915014 0.045020 
11292515 8576081 3325722 10621660 0.134625 
19676837 8374564 666004 12962354 0.178361 
16983346 13602668 716428 16330212 0.210221 
15450385 1626381 3252640 3086286 0.035461 
15405690 13252697 223720 15105299 0.174735 
1617841 671937 890132 1055502 0.012241 
1851486 1164301 229894 1581566 0.020038 
3359445 1727161 1843369 2623039 0.031514 
5447706 1706753 2872592 2729788 0.031564 
15563677 6888673 1703252 11202599 0.151439 
10670286 4406844 7925911 6976771 0.108439 
14675953 3375307 2169045 5936072 0.072069 
13639137 9142938 9547945 12204561 0.171213 
1622789 1566918 1580365 1621568 0.011809 
3285287 596660 465670 1084271 0.011593 
7679709 2823418 2667887 4346655 0.064283 
1924215 1481994 1906522 1722855 0.015312 
10659091 8813937 8078047 10136655 0.118754 
5211322 4801458 2371354 5174967 0.051364 
1187346 376833 761537 630787 0.008117 
1366821 831456 230913 1155242 0.015368 
6720168 5426609 3967708 6391230 0.072754 
7147498 1537662 7077066 2777280 0.030810 
4095745 1382788 1311216 2354377 0.028650 
5538316 1389943 3279954 2508281 0.024837 
11422206 7938972 7854196 10507585 0.147188 
12156975 7950628 9109499 10670113 0.152479 
11967487 498504 2857622 973211 0.007614 
5204628 1666489 1047965 2826881 0.031439 
4768654 2364777 4675577 3329370 0.038895 
3749111 3534538 2643649 3736956 0.035532 
8405811 4941249 5930560 7255852 0.087730 
15964647 12659866 2343840 15242122 0.191546 
10892613 7033471 2639401 9163505 0.128024 
8640094 6507676 8247461 8074620 0.089554 
9645484 686174 1552433 1311188 0.013618 
3010272 1508517 1397600 2280902 0.030146 
3102296 2159181 1464870 2826604 0.032397 
5797354 2592157 225979 3845999 0.046486 
16543151 10882434 14291523 14816272 0.214097 
15936070 1375328 3044467 2638443 0.027770 
9613693 7769780 9246471 9274451 0.126620 
9801028 5306285 711831 7441082 0.086765 
5104510 1178305 4495032 2088297 0.022468 
14695984 11404829 5336436 13985675 0.174856 
9344385 2329666 7439283 3792491 0.041588 
9245774 3254940 8293104 5375266 0.068966 
16324366 4273395 16073761 7361725 0.086396 
6271957 717471 3119724 1339884 0.013343 
4299868 1799036 2513261 2833960 0.038574 
19079095 13071665 13860610 17072416 0.259023 
9525515 758360 8631962 1456678 0.011533 
9842943 8278498 7619399 9595764 0.127288 
19695231 19525744 13491034 19691693 0.247600 
3178123 2280444 2198903 2889683 0.038868 
10862639 5648017 8885339 8255715 0.111613 
9138282 7992115 4298540 9001993 0.107146 
15194731 4733804 8861756 7655171 0.089538 
13515824 2020983 13346320 3702222 0.041993 
4273487 115573 3648396 225390 0.001962 
9785428 6672803 8840204 8777131 0.112783 
13800760 8045526 7354336 10745996 0.144512 
12208942 10196255 7866212 11911656 0.136111 
18523678 16863374 11113853 18413482 0.246691 
18604876 5176239 12661563 8469380 0.117012 
6125336 2905479 2685080 4496502 0.069680 
3246894 692889 1317165 1243194 0.014463 
7947119 2142419 6056031 3672958 0.036257 
6404069 2820405 908896 4477404 0.078622 
3193908 830276 2733092 1447322 0.015804 
5495688 490099 1536928 905469 0.008564 
19296449 3283974 11618374 5635823 0.087528 
4021743 1325525 3319161 2230749 0.025667 
15061773 10743013 13122046 13833518 0.183641 
13666650 371650 2066909 732051 0.005920 
12308338 1940745 5050755 3483517 0.040528 
15555233 14132675 15396237 15484194 0.160539 
16018704 15979255 8490480 16018492 0.130630 
9412418 1150266 4435540 2157531 0.024553 
17247397 16451253 1380091 17206843 0.233761 
10094165 8069429 1166078 9662157 0.122140 
6975669 4683413 6347487 6341502 0.080555 
9044901 8751096 3726907 9033600 0.091724 
19772234 489245 17609948 960871 0.009064 
2699846 197227 1323524 384830 0.003127 
1098605 894099 194629 1068146 0.012716 
12616468 146372 5355565 289519 0.002455 
19114462 17675426 17257978 19012300 0.251588 
3810686 3387105 1360075 3748244 0.037516 
16195195 10130486 11077484 13838004 0.175035 
10057911 8791149 6368212 9829362 0.113560 
10784207 670243 6684602 1295576 0.013697 
13284967 4310072 8677649 7082045 0.078482 
19863078 14669953 6057583 18437111 0.285475 
14967600 8537997 2913802 12498465 0.187200 
16291125 172852 465073 343294 0.002941 
19872531 4233403 2086903 7553291 0.094434 
10888980 10281896 7927018 10862847 0.107015 
7261420 2139963 1388077 3746160 0.033347 
15393921 13536212 5919960 14898565 0.154972 
10996743 2916667 5818819 4584575 0.057913 
12081925 8193290 10523603 10321115 0.128897 
5429566 197458 5372954 387231 0.003503 
1163338 163535 782285 277912 0.002526 
16130939 7704151 6020053 11708283 0.168785 
4938416 1550750 3034800 2295262 0.029079 
4810947 1328615 3866119 2203586 0.026974 
15699927 7294953 4963306 11258837 0.170002 
15477699 3228973 3855255 5907104 0.061333 
3387973 2101273 2071271 2802112 0.033306 
6901068 1570031 4077256 2788417 0.031938 
18982993 3044270 3311230 5594329 0.069092 
16928911 15818042 5490376 16885151 0.218603 
17023023 7184237 2544867 11145941 0.152662 
15644008 3369061 3834484 5557606 0.064900 
7869899 684898 6642101 1305450 0.013287 
16054364 3027952 13571883 5329176 0.082364 
10622654 7927513 4197566 10050453 0.128865 
1412843 488325 688481 797101 0.008583 
4800816 882190 2371726 1616740 0.018415 
4218236 3670206 2831179 4146739 0.043556 
15717581 9633642 3196539 13302513 0.185570 
12646493 1678312 8961889 3153283 0.034400 
9669516 4573772 7217979 7124413 0.084693 
17829877 15688623 13826952 17433730 0.257047 
5699776 1905007 5694219 3250779 0.035090 
1754140 624400 972938 977515 0.009805 
4893147 733798 2650209 1367163 0.013068 
5493634 4075182 4875595 5113508 0.063274 
19854224 10048498 18727094 15608677 0.187101 
4860959 1526585 284961 2615329 0.032389 
10692812 5574874 3348653 7946640 0.113972 
15855657 1533795 9161005 2910900 0.027247 
5525173 19247 212597 38442 0.000313 
15871402 10887312 14154706 14370762 0.208015 
14087531 10057350 13410786 12812931 0.168057 
8358023 6015754 3084817 7651215 0.099118 
5767522 3111653 4939492 4449052 0.062852 
11261157 1239889 1129259 2191438 0.023512 
11115381 5899689 5485886 8571169 0.140356 
8492692 2146905 1366270 3535461 0.037935 
9221326 7912431 1351282 9023317 0.109964 
14550627 12630998 2552392 14160196 0.146414 
5402260 1984875 119248 3235753 0.040951 
11426360 9495750 9146887 11174550 0.135388 
12822940 4093201 1710433 6574023 0.085720 
8163787 685538 976285 1304780 0.013628 
7347180 2016447 5164068 3420265 0.037479 
8830593 5631687 5318063 7661494 0.115409 
10477853 8544948 315620 10010454 0.122684 
9248671 8207156 4803605 9169260 0.107160 
5913373 1512212 3422424 2480992 0.032988 
5584545 5376250 3849961 5577856 0.049753 
6500941 5525643 158370 6388695 0.071281 
1190821 193473 626089 352808 0.003667 
10151948 5368968 2210773 7943159 0.093551 
6790001 1263116 5451746 2298950 0.026069 
9713172 9600191 3022401 9712099 0.089773 
5915741 1786966 2902562 3020161 0.038501 
1353885 516374 159829 839041 0.009668 
6784600 4036272 628188 5610283 0.068419 
4666764 2520721 2453669 3770921 0.042868 
10725893 7765415 8302811 10084367 0.133440 
13333996 5064095 11960745 8181798 0.089762 
5499895 3379062 1057972 4581468 0.060005 
15611343 554189 3548956 1073734 0.012616 
10272225 3758384 359609 6115483 0.077693 
17840563 3755713 17728403 6104367 0.074682 
11567528 2963304 6244372 4587284 0.059013 
17830110 3289397 643047 5644910 0.070587 
4614710 2937850 2730556 3995259 0.051024 
1797827 700516 34027 1099434 0.014432 
5040072 2678810 1287194 3811170 0.049891 
18374069 5690278 17457507 9428718 0.143494 
3873964 448770 3131568 839124 0.007890 
19485307 11821503 4659412 16306602 0.213396 
9757532 2677343 6977669 4474112 0.062745 
7598095 3721549 6228539 5805323 0.072698 
11681975 7254494 10025370 10135131 0.142655 
11945308 3206297 7878314 5305795 0.080511 
6988668 6609915 3193284 6952443 0.063066 
6356264 591398 3604535 1145001 0.009522 
3911745 2571951 3183769 3454388 0.045507 
18003979 12243980 17714889 15962546 0.222183 
9933150 4027076 4423111 6544645 0.085035 
7393098 932975 4488375 1705466 0.015125 
8449659 1822735 2413833 3128226 0.035748 
6816104 2480535 6779011 4081611 0.042446 
1101940 373443 266722 613822 0.006608 
8681861 1545712 8370344 2739830 0.035340 
7473819 6612026 2417192 7327836 0.074939 
4644439 345128 4049562 635612 0.006689 
13273718 1957066 6675946 3299889 0.031907 
19509848 7738163 14162308 12139165 0.163947 
6067367 476702 3069370 859217 0.008397 
19302580 2439383 13922343 4187389 0.043734 
9269022 1464937 5368646 2723623 0.025163 
8601478 3599553 2953963 5599778 0.082333 
9703419 7539982 4480516 9251529 0.133699 
10901632 6013745 411558 8691088 0.130019 
18375451 11333883 17213699 15811194 0.234235 
15536242 11146986 11595986 14112844 0.183955 
1326312 130409 476378 249808 0.002284 
13352512 6713044 11404902 9968611 0.156216 
19419879 18707726 3557316 19385696 0.235803 
11238812 10426277 4775113 11174017 0.111571 
4511610 976848 523725 1729579 0.021815 
15787884 12101986 14210040 14980200 0.205658 
4694082 372709 936266 712686 0.007195 
7332873 5221955 5632147 6530263 0.076644 
17637040 374044 11059296 739136 0.005581 
14154073 8034113 13006622 11561005 0.165579 
17229291 8793479 2364638 12590240 0.158448 
9797141 3160626 3991047 5548527 0.062033 
3100731 776990 1804438 1354852 0.015967 
2322541 555877 717890 980482 0.009979 
7097654 4830651 5935930 6497595 0.081710 
11851391 10229681 5174567 11668807 0.135058 
11123519 699665 11046204 1348007 0.014265 
18619429 15507749 10526779 18073349 0.256583 
17538877 13704369 8043531 16600852 0.207598 
18070285 11130121 11909829 15542048 0.219775 
4241990 2416767 808915 3422214 0.038052 
9026776 7234414 149377 8677759 0.118098 
15917759 8198786 2832545 12078646 0.173165 
18341203 11546884 15360047 16554042 0.183061 
17116473 7937732 6934503 12716080 0.157265 
14028943 8547508 4524894 11810036 0.170554 
10196444 4963391 1557701 7411345 0.084007 
15322394 7863089 594944 11525865 0.154491 
12103654 11898659 10802493 12099565 0.103270 
10173939 3273508 5022688 5325807 0.071857 
14415930 2519104 12899031 4625020 0.049083 
15959058 8640732 15449616 13117114 0.165804 
4393169 145744 795239 286436 0.002844 
2734373 2045553 1044437 2575676 0.033558 
12367198 6732271 5464297 9811243 0.150209 
18912494 6482067 3059159 10344347 0.129978 
1625290 1071397 677068 1488817 0.017345 
16947684 13074312 2475386 16146457 0.208033 
17256109 12212649 13924453 15621436 0.194582 
13302451 568427 10495876 1117842 0.009310 
3891187 1598133 943 2482638 0.033045 
1669460 911498 82012 1349795 0.017642 
7604223 2395013 7394735 3934908 0.041379 
19631361 10023470 3322323 14813839 0.218678 
6925575 3646868 1213040 5119099 0.074379 
3173172 2929329 1220567 3149043 0.026882 
17848347 14131891 14270219 16833454 0.260790 
5119375 3111515 3900462 4446753 0.062611 
